"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"P_BagRaiders_Shootin","P134","Bag Raiders","Shooting Stars","2010","Pop","Dance","90","B Major","mittel","instrumental + vocal",NA,"en",NA,"It's late and I'm awake. Staring at the wall. Open up my window. Head floats out the door","00:00:24","00:00:54",30,"https://www.youtube.com/embed/feA64wXhbjo?start=24&end=54&autoplay=1"
"P_BeachBoys_GoodVib","P079","The Beach Boys","Good Vibrations","1966","Pop","psychedelic rock","133",NA,NA,"instrumental + vocal",NA,"en",NA,"Close my eyes, she's somehow closer now. Softly smile, I know she must be kind. When I look in her eyes. She goes with me to a blossom world. I'm pickin' up good vibrations. She's giving me excitations (oom bop bop)","00:00:55","00:01:25",30,"https://www.youtube.com/embed/apBWI6xrbLY?start=55&end=85&autoplay=1"
"P_BeachBoys_Wouldnt","P106","Beach Boys","Wouldn't It Be Nice","1966","Pop","Rock","125","F Major","mittel","instrumental + vocal",NA,"en",NA,"You know it's gonna make it that much better. When we can say goodnight and stay together. Wouldn't it be nice if we could wake up In the morning when the day is new? And after having spent the day together. Hold each other close the whole night through","00:00:24","00:00:51",27,"https://www.youtube.com/embed/lD4sxxoJGkA?start=24&end=51&autoplay=1"
"P_Beatles_LetItBe","P137","The Beatles","Let It Be","1970","Pop","Rock","70","C Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"For though they may be parted. There is still a chance that they will see. There will be an answer. Let it be. Let it be, let it be. Let it be, let it be. Whisper words of wisdom. Let it be. Let it be, let it be. Let it be, let it be. Yeah, there will be an answer. Let it be","00:01:06","00:01:52",46,"https://www.youtube.com/embed/ih-8K1a_SsA?start=66&end=112&autoplay=1"
"P_Beatles_Strawbe","P040","The Beatles","Strawberry Fields Forever","1967","Pop","Rock","98","B Major","niedrig","instrumental + vocal",NA,"en",NA,"Let me take you down. 'Cause I'm going to strawberry fields. Nothing is real. And nothing to get hung about. Strawberry fields forever. Living is easy with eyes closed. Misunderstanding all you see. It's getting hard to be someone but it all works out. It doesn't matter much to me","00:00:12","00:00:55",43,"https://www.youtube.com/embed/8UQK-UcRezE?start=12&end=55&autoplay=1"
"P_BeeGees_Words","P063","Bee Gees","Words","1977","Pop","Rock","80","D Major","niedrig","instrumental + vocal",NA,"en",NA,"Da da da da da da da da da da da da da da You think that I don't even mean. A single word I say","00:01:44","00:02:19",35,"https://www.youtube.com/embed/tccpGP80oik?start=104&end=139&autoplay=1"
"P_Beyonce_Halo","P100","Beyonce","Halo","2008","Pop","Hip Hop, Funk / Soul","80","B Minor","niedrig-mittel","instrumental + vocal",NA,"en",NA,"Hit me like a ray of sun. Burning through my darkest night. You're the only one that I want. Think I'm addicted to your light. I swore I'd never fall again. But this don't even feel like falling. Gravity can't forget. To pull me back to the ground again. Feels like I've been awakened. Every rule I had you break it. The risk that I'm taking. I'm never gonna shut you out. Everywhere I'm looking now. I'm surrounded by your embrace. Baby, I can feel your halo. Pray it won't fade away. I can feel your halo (halo) halo. I can see your halo (halo) halo. I can feel your halo (halo) halo. I can see your halo (halo) halo","00:01:34","00:02:04",30,"https://www.youtube.com/embed/bnVUHWCynig?start=94&end=124&autoplay=1"
"P_Bilderbuch_Maschin","P140","Bilderbuch","Maschin","2015","Pop","Alternativ","90","C Major","mittel","instrumental + vocal",NA,"de",NA,"Willst du meine Frau werden. Kauf' ich uns ein Haus aus gold'nem Perlmutt. Es tropft dein feuchter Blick auf mein Verlangen. Sieben Sünden, alle auf einmal begangen. Doch willst du meine Frau werden. Trink mit mir den kleinen Tropfen Wermut. La-la-la-la-la- lass mich nicht los. Le-le-le-le-le- leg dich zu mir (Yeah)","00:00:26","00:00:58",32,"https://www.youtube.com/embed/9Ocyk0OgyWY?start=26&end=58&autoplay=1"
"P_BlackEyedPeas_IGottaF","P126","Black Eyed Peas","I Gotta Feeling","2009","Pop","Dance","128",NA,"hoch","instrumental + vocal",NA,"en",NA,"do it (hey), do it. Here we come, here we go, we gotta rock. Easy come, easy go, now we on top. Feel the shot, body rock, rock it, don't stop. Round and round, up and down, around the clock. Monday, Tuesday, Wednesday and Thursday (do it). Friday, Saturday, Saturday to Sunday (do it). Get, get, get, get, get with us, you know what we say, say. Party every day, p-p-p-party every day. And I'm feeling (woo-hoo). That tonight's gonna be a good night. That tonight's gonna be a good night. That tonight's gonna be a good, good night. A feeling (woo-hoo)","00:03:45","00:04:32",47,"https://www.youtube.com/embed/uSD4vsh1zDA?start=225&end=272&autoplay=1"
"P_BlackEyedPeas_JustCan","P046","Black Eyed Peas","Just Can't Get Enough","2010","Pop","Dance","94",NA,"niedrig-mittel","instrumental + vocal",NA,"en","yes","Honey got a sexy all steamin'. She givin' hotness a new meanin'. Perfection, mami you gleamin'. Inception, you got a brother dreamin', dreamin'. Damn, baby, I'm feenin'. I'm tryna holler at you, I'm screamin'. Let me love you down this evenin'. Love you, love you, yeah, you know you are my demon. Girl, we could form a team and I could be the king, you could be the queen and. My mind's dirty and it don't need cleanin'. I love you long time, so you know the meanin'. Oh, baby, I can't come down so please come help me out","00:00:35","00:01:13",38,"https://www.youtube.com/embed/OrTyD7rjBpw?start=35&end=73&autoplay=1"
"P_BOBfeatBrunoMars_Nothing","P102","B.O.B. feat. Bruno Mars","Nothing On You","2010","Pop","Rap","104",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"Beautiful girls all over the world. I could be chasing but my time would be wasted. They got nothin' on you baby. Nothin' on you baby. No' no' no' nothin' on you babe. No' no' nothin' on you. I know you feel where I'm coming from. Regardless of the things in my past that I've done. Most of it really was for the hell of the fun. On the carousel so around I spun (Spun). With no directions just tryna get some (Some). Tryna chase skirts","00:00:00","00:00:31",31,"https://www.youtube.com/embed/8PTDv_szmL0?start=0&end=31&autoplay=1"
"P_BonIver_SkinnyL","P028","Bon Iver","Skinny Love","2008","Pop","Indie Folk","76","E Minor","niedrig","instrumental + vocal",NA,"en",NA,"Come on, skinny love, just last the year. Pour a little salt, we were never here. My my my, my my my, my my. Staring at the sink of blood and crushed veneer. I tell my love to wreck it all. Cut out all the ropes and let me fall. My my my, my my my, my my","00:00:31","00:01:23",52,"https://www.youtube.com/embed/zVGl8Spm1v8?start=31&end=83&autoplay=1"
"P_BonJovi_LivinOn","P109","Bon Jovi","Livin On A Prayer","1986","Pop","Rock","122","C Major","mittel-hoch","instrumental + vocal",NA,"en",NA,"So tough, it's tough. Gina dreams of running away. When she cries in the night, Tommy whispers. Baby, it's okay, someday. We've got to hold on to what we've got. It doesn't make a difference if we make it or not. We've got each other and that's a lot for love. We'll give it a shot","00:02:00","00:02:36",36,"https://www.youtube.com/embed/lDK9QqIzhwk?start=120&end=156&autoplay=1"
"P_Boy_LittleN","P006","Boy","Little Numbers","2011","Pop","Indie","96",NA,NA,"instrumental + vocal",NA,"en",NA,"they could make a change. Seven little numbers, make a fire out of this flame. Woo-oh, oh-oh, all the pretty things that we could be. Woo-oh, oh-oh, I feel you in every heart beat. Woo-oh, oh-oh, were you ever in a dream that could come true. These numbers could be lucky for you. I read your name on every wall, on every wall, tell me. Is there a cure for me at all, for me at all, tell me. I read your name on every wall, on every wall, tell me","00:00:16","00:00:46",30,"https://www.youtube.com/embed/zsyjS_vJfkw?start=16&end=46&autoplay=1"
"P_BrettDennen_CloserT","P030","Brett Dennen","Closer To You","2008","Pop","Rock","89","F#Minor","mittel","instrumental + vocal",NA,"en",NA,"All the knocks upon your door. Footsteps fallen on your floor. All the shipwrecks on your shore. Mean nothing to me. All the crooks on Capitol Hill and Criminals on the dollar bills. All the money on Wall Street still Couldn't keep me from getting Closer to you. Closer to you. Like a priest on a pulpit preaching to an empty room. Like a drunk in a dive bar in the early afternoon. Gettin’ closer to you.","00:00:51","00:01:36",45,"https://www.youtube.com/embed/25P6SlKYtOE?start=51&end=96&autoplay=1"
"P_BrettDennen_ShesMin","P011","Brett Dennen","She's Mine","2006","Pop","Alternativ/ Indie","88","G Major","niedrig","instrumental + vocal",NA,"en",NA,"Well the witches stare with their limbs akimbo. Silhouettes of statues up in the window. Call me to come here with a crooked crescendo. But i don't. Devotees dance among the pantomime on the promenade. Into a tabernacle on the lawn. But i don't follow. Because she's mine, she's mine, she's mine, all mine. Yeah she's mine, mine, mine, mmm","00:00:09","00:00:54",45,"https://www.youtube.com/embed/yVue8p7x0ac?start=9&end=54&autoplay=1"
"P_BritneySpears_BabyOne","P037","Britney Spears","Baby One More Time","1998","Pop",NA,"93",NA,"hoch","instrumental + vocal",NA,"en",NA,"Oh pretty baby, there′s nothing that I wouldn't do. It′s not the way I planned it. Show me how you want it to be. Tell me baby 'cause I need to know now. Oh, because my loneliness is killing me (and I). I must confess I still believe (still believe). When I′m not with you I lose my mind. Give me a sign, Hit me baby one more time!","00:01:29","00:02:12",43,"https://www.youtube.com/embed/C-u5WLJ9Yk4?start=89&end=132&autoplay=1"
"P_BrunoMars_Grenade","P018","Bruno Mars","Grenade","2010","Pop","R&B","110",NA,"niedrig","instrumental + vocal",NA,"en",NA,"Gave you all I had and you tossed it in the trash. You tossed it in the trash, yes you did. To give me all your love is all I ever ask. 'Cause what you don't understand is. I'd catch a grenade for ya (yeah, yeah, yeah). Throw my hand on a blade for ya (yeah, yeah, yeah). I'd jump in front of a train for ya (yeah, yeah, yeah). You know I'd do anything for ya (yeah, yeah, yeah). Oh oh, I would go through all this pain. Take a bullet straight through my brain. Yes, I would die for ya, baby. But you won't do the same. If my body was on fire. Ooh, you'd watch me burn down in flames. You said you loved me, you're a liar. 'Cause you never, ever, ever did, baby","00:01:35","00:02:41",66,"https://www.youtube.com/embed/SR6iYWJxHqs?start=95&end=161&autoplay=1"
"P_BrunoMars_Treasur","P049","Bruno Mars","Treasure","2012","Pop","Dance","116",NA,"hoch","instrumental + vocal",NA,"en",NA,"Pretty girl, pretty girl, pretty girl. You should be smiling (you should be smiling). A girl like you should never look so blue (blue). You're everything I see in my dreams. I wouldn't say that to you if it wasn't true (true). I know that you don't know it. But you're fine, so fine (fine, so fine). (Oh, oh) oh girl I'm gonna show you. When you're mine, oh mine (mine, oh mine). Treasure, that is what you are","00:01:06","00:01:36",30,"https://www.youtube.com/embed/nPvuNsRccVw?start=66&end=96&autoplay=1"
"P_CarlosSantana_Smooth","P038","Carlos Santana","Smooth","1999","Pop","Latin Pop","116",NA,NA,"instrumental + vocal",NA,"en",NA,"Because you're so smooth. Well, and it's just like the ocean under the moon. Well, it's the same as the emotion that I get from you. You got the kind of lovin' that can be so smooth, yeah. Give me your heart, make it real, or else forget about it. But I'll tell you one thing","00:01:14","00:01:44",30,"https://www.youtube.com/embed/6Whgn_iE5uc?start=74&end=104&autoplay=1"
"P_CarlyRaeJepsen_CallMeM","P069","Carly Rae Jepsen","Call Me Maybe","2012","Pop","electropop /dance","120",NA,"hoch","instrumental + vocal",NA,"en",NA,"Your stare was holdin'. Ripped jeans, skin was showin'. Hot night, wind was blowin'. Where you think you're going, baby? Hey, I just met you, and this is crazy. But here's my number, so call me, maybe. It's hard to look right at you, baby. But here's my number, so call me, maybe. Hey, I just met you, and this is crazy. But here's my number, so call me, maybe. And all the other boys try to chase me. But here's my number, so call me, maybe","00:00:20","00:01:00",40,"https://www.youtube.com/embed/fWNaR-rxAic?start=20&end=60&autoplay=1"
"P_ChainSmokers_Paris","P087","Chain Smokers","Paris","2017","Pop","electronic","101",NA,NA,"instrumental + vocal",NA,"en",NA,"We were staying in Paris. To get away from your parents. You look so proud. Standing there with a frown and a cigarette. Posting pictures of yourself on the Internet. Out on the terrace. We breathe in the air of this small town. On our own, cutting class for the thrill of it. Getting drunk on the past we were living in. If we go down, then we go down together. They'll say you could do anything. They'll say that I was clever. If we go down, then we go down together. We'll get away with everything. Let's show them we are better. Let's show them we are, show them we are. Let's show them we are, show them we are. Let's show them","00:01:03","00:01:50",47,"https://www.youtube.com/embed/RhU9MZ98jxo?start=63&end=110&autoplay=1"
"P_ChildishGambino_Redbone","P047","Childish Gambino","Redbone","2016","Pop","Psychadelic Soul, Neo Soul","80",NA,"niedrig","instrumental + vocal",NA,"en",NA,"Daylight. I wake up feeling like you won't play right. I used to know, but now that shit don't feel right. It made me put away my pride. So long you made","00:00:27","00:00:57",30,"https://www.youtube.com/embed/Kp7eSUU9oy8?start=27&end=57&autoplay=1"
"P_ChrisBrown_Forever","P144","Chris Brown","Forever","2007","Pop","R&B","120",NA,"mittel","instrumental + vocal",NA,"en",NA,"around you. I'ma take you there, I'ma take you there. So don't be scared, I'm right here, baby. We can go anywhere, go anywhere. But first, it's your chance, take my hand, come with me. It's like I waited my whole life For this one night. It's gon' be me you and the dance floor. 'Cause we only got one night","00:00:44","00:01:14",30,"https://www.youtube.com/embed/5sMKX22BHeE?start=44&end=74&autoplay=1"
"P_CollapsableHeartsClub_EasyStr","P058","The Collapsable Hearts Club","Easy Streets","2016","Pop","R&B","176",NA,NA,"instrumental + vocal",NA,"en",NA,"And we're breaking out the good champagne. We're sitting pretty on the gravy train. And when we sing every sweet refrain repeats. Right here on easy street. It's our moment in the sun. And it's only just begun. It's time to have a little fun. We're inviting you to come and see why you should be. On easy street. Yeah, we got a front row seat. Oh, to a life that can't be beat. Right here","00:00:15","00:00:49",34,"https://www.youtube.com/embed/ZD0UfiJTkVM?start=15&end=49&autoplay=1"
"P_DanielPowter_BadDay","P112","Daniel Powter","Bad Day","2005","Pop",NA,"140",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"You're faking a smile with the coffee to go. You tell me your life's been way off line. You're falling to pieces every time. And I don't need no carrying on. 'Cause you had a bad day. You're taking one down. You sing a sad song just to turn it around. You say you don't know. You tell me, ""don't lie"". You work at a smile, and you go for a ride. You had a bad day. The camera don't lie. You're coming back down, and you really don't mind. You had a bad day","00:00:43","00:01:25",42,"https://www.youtube.com/embed/gH476CxJxfg?start=43&end=85&autoplay=1"
"P_DavidGray_PleaseF","P115","David Gray","Please Forgive me","1998","Pop","Singer-Songwriter","138","C Major","mittel-hoch","instrumental + vocal",NA,"en",NA,"Throw a stone. And watch the ripples flow. Moving out across the bay. Like a stone I fall into your eyes. Deep into that mystery, ah. Deep into some mystery","00:01:34","00:02:12",38,"https://www.youtube.com/embed/qmFRXwYKQwU?start=94&end=132&autoplay=1"
"P_DavidGuetta_Memorie","P065","David Guetta","Memories","2009","Pop","EDM","130",NA,"hoch","instrumental + vocal",NA,"en",NA,"All the crazy shit I did tonight. Those will be the best memories. I just wanna let it go for the night. That would be the best therapy for me. All the crazy shit I did tonight. Those will be the best memories. I just wanna let it go for the night. That would be the best therapy for me. Hey, hey, yeah, yeah. Hey, hey, yeah, yeah","00:00:12","00:00:57",45,"https://www.youtube.com/embed/NUVCQXMUVnI?start=12&end=57&autoplay=1"
"P_DerJungemitderGitarre_HalloWo","P143","Der Junge mit der Gitarre","Hallo Worum Gehts Ich Bin Dagegen","2002","Pop","Alternative Indie","177",NA,"hoch","instrumental + vocal",NA,"de",NA,"Gegen frisch gereimte Nords, gegen Skinheads ohne Anstand. Gegen Regeln die nichts regeln, gegen Schwestern die nicht flegeln. Gegen Menschen die verwalten, gegen Schalter die nicht schalten. Ich bin einfach gegen alles, auch im Falle eines Falles. Hallo worum gehts ich bin dagegen. Hallo worum gehts ich bin dagegen. Gegen Alles gegen Jeden. Ich bin absolut dagegen. Hallo, worum gehts, ich bin dagegen, dagegen, dagegen","00:00:22","00:00:54",32,"https://www.youtube.com/embed/en6_rtg801g?start=22&end=54&autoplay=1"
"P_Dido_WhiteFl","P108","Dido","White Flag","2003","Pop","Rock","65","F Major","niedrig-mittel","instrumental + vocal",NA,"en",NA,"And I caused nothing but trouble. I understand if you can't talk to me again. And if you live by the rules of it′s over. Then I'm sure that that makes sense. But I will go down with this ship. And I won′t put my hands up and surrender. There will be no white flag above my door. I'm in love and always will be","00:01:17","00:02:02",45,"https://www.youtube.com/embed/j-fWDrZSiZs?start=77&end=122&autoplay=1"
"P_EdSheeran_ShapeOf","P045","Ed Sheeran","Shape Of You","2017","Pop",NA,"96",NA,"hoch","instrumental + vocal",NA,"en",NA,"Girl, you know I want your love. Your love was handmade for somebody like me. Come on now, follow my lead. I may be crazy, don't mind me. Say, boy, let's not talk too much. Grab on my waist and put that body on me. Come on now, follow my lead. Come, come on now, follow my lead. I'm in love with the shape of you. We push and pull like a magnet do. Although my heart is falling too. I'm in love with your body. And last night you were in my room. And now my bedsheets smell like you. Every day discovering something brand new. I'm in love with your body. Oh-I-oh-I-oh-I-oh-I. I'm in love with your body. Oh-I-oh-I-oh-I-oh-I. I'm in love with your body. Oh-I-oh-I-oh-I-oh-I","00:00:29","00:01:24",55,"https://www.youtube.com/embed/_dK2tDK9grQ?start=29&end=84&autoplay=1"
